COUNTRY_NM,COUNTRY_RANK_NM,ALL_TOTAL_CO,MALE_RATE,FEMALE_RATE,ALL_N10S_RATE,ALL_N20S_RATE,ALL_N30S_RATE,ALL_N40S_RATE,ALL_N50S_RATE,EXAMIN_COUNTRY_NM,REPRT_YEAR_CN,CNTNTS_URL
"중국","6순위","15","11.50000","18.90000","10.60000","21.80000","15.60000","11.40000","4.90000","영국","2023","영화"
"독일","7순위","14","12.00000","15.50000","6.10000","13.90000","16.70000","20.50000","9.80000","영국","2023","영화"
"이탈리아","8순위","12","11.00000","12.80000","3.00000","15.80000","14.60000","13.60000","7.30000","영국","2023","영화"
"브라질","9순위","5","4.50000","5.40000","4.50000","5.90000","5.20000","2.30000","4.90000","영국","2023","영화"
"기타","10순위","2","1.50000","2.00000","0.00000","4.00000","1.00000","2.30000","0.00000","영국","2023","음악"
"미국","1순위","85","85.20000","85.10000","92.30000","75.50000","80.20000","92.20000","96.40000","영국","2023","음악"
"한국","2순위","50","48.40000","50.90000","51.40000","47.50000","55.00000","54.90000","33.90000","영국","2023","음악"
"일본","3순위","20","18.90000","20.00000","17.60000","23.00000","22.10000","21.60000","7.10000","영국","2023","음악"
"프랑스","4순위","15","17.60000","13.10000","16.20000","13.70000","15.30000","21.60000","10.70000","영국","2023","음악"
"이탈리아","5순위","14","14.30000","14.20000","8.50000","20.90000","16.00000","15.70000","7.10000","영국","2023","음악"
"독일","6순위","9","13.10000","6.20000","2.80000","10.10000","14.50000","11.80000","10.70000","영국","2023","음악"
"중국","7순위","9","7.40000","10.20000","4.90000","13.70000","13.00000","5.90000","0.00000","영국","2023","음악"
"기타","8순위","3","2.90000","2.50000","1.40000","1.40000","0.80000","2.00000","14.30000","영국","2023","음악"
"미국","1순위","68","65.50000","70.70000","65.30000","60.00000","68.10000","74.40000","92.60000","영국","2023","애니메이션"
"일본","2순위","53","55.70000","50.70000","63.40000","50.60000","43.10000","56.40000","48.10000","영국","2023","애니메이션"
"한국","3순위","50","50.00000","50.70000","55.40000","47.10000","50.00000","43.60000","51.90000","영국","2023","애니메이션"
"중국","4순위","19","18.40000","20.00000","15.80000","21.20000","22.20000","25.60000","7.40000","영국","2023","애니메이션"
"프랑스","5순위","12","13.20000","11.30000","5.00000","21.20000","13.90000","15.40000","3.70000","영국","2023","애니메이션"
"독일","6순위","8","9.20000","7.30000","5.90000","9.40000","16.70000","2.60000","0.00000","영국","2023","애니메이션"
"이탈리아","7순위","8","8.00000","7.30000","4.00000","12.90000","6.90000","10.30000","3.70000","영국","2023","애니메이션"
"인도","8순위","6","6.90000","5.30000","5.00000","11.80000","4.20000","5.10000","0.00000","영국","2023","애니메이션"
"브라질","9순위","6","4.60000","6.70000","4.00000","5.90000","6.90000","10.30000","0.00000","영국","2023","애니메이션"
"기타","10순위","2","2.30000","0.70000","2.00000","0.00000","0.00000","5.10000","3.70000","영국","2023","애니메이션"
"미국","1순위","54","49.50000","59.40000","73.10000","39.30000","52.10000","50.00000","91.70000","영국","2023","출판물"
"한국","2순위","42","48.50000","31.90000","34.60000","33.90000","52.10000","61.50000","8.30000","영국","2023","출판물"
"일본","3순위","38","37.40000","37.70000","53.80000","30.40000","37.50000","38.50000","33.30000","영국","2023","출판물"
"중국","4순위","24","22.20000","27.50000","19.20000","33.90000","10.40000","38.50000","16.70000","영국","2023","출판물"
"프랑스","5순위","23","25.30000","18.80000","15.40000","26.80000","29.20000","11.50000","16.70000","영국","2023","출판물"
"독일","6순위","17","21.20000","11.60000","3.80000","23.20000","22.90000","11.50000","8.30000","영국","2023","출판물"
"이탈리아","7순위","17","19.20000","14.50000","3.80000","19.60000","20.80000","23.10000","8.30000","영국","2023","출판물"
"인도","8순위","16","14.10000","18.80000","3.80000","17.90000","18.80000","15.40000","25.00000","영국","2023","출판물"
"브라질","9순위","8","9.10000","7.20000","3.80000","10.70000","10.40000","7.70000","0.00000","영국","2023","출판물"
"기타","10순위","1","1.00000","0.00000","0.00000","0.00000","0.00000","0.00000","8.30000","영국","2023","출판물"
"한국","1순위","51","52.00000","50.00000","51.20000","43.10000","59.30000","46.20000","71.40000","영국","2023","웹툰"
"미국","2순위","50","48.00000","53.80000","41.90000","49.20000","57.40000","53.80000","57.10000","영국","2023","웹툰"
"일본","3순위","43","42.20000","43.80000","58.10000","35.40000","40.70000","30.80000","57.10000","영국","2023","웹툰"
"중국","4순위","25","26.50000","22.50000","30.20000","26.20000","18.50000","30.80000","14.30000","영국","2023","웹툰"
"독일","5순위","15","17.60000","12.50000","16.30000","10.80000","22.20000","15.40000","0.00000","영국","2023","웹툰"
"이탈리아","6순위","15","17.60000","12.50000","14.00000","13.80000","16.70000","23.10000","14.30000","영국","2023","웹툰"
"프랑스","7순위","14","15.70000","11.30000","4.70000","21.50000","14.80000","7.70000","0.00000","영국","2023","웹툰"
"인도","8순위","13","11.80000","15.00000","7.00000","20.00000","11.10000","7.70000","14.30000","영국","2023","웹툰"
"브라질","9순위","9","7.80000","11.30000","9.30000","10.80000","7.40000","15.40000","0.00000","영국","2023","웹툰"
"기타","10순위","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","영국","2023","웹툰"
"미국","1순위","69","64.90000","73.80000","81.90000","63.60000","61.30000","69.00000","63.60000","영국","2023","게임"
"일본","2순위","46","45.60000","45.20000","48.20000","35.20000","45.30000","65.50000","50.00000","영국","2023","게임"
"한국","3순위","45","49.70000","38.10000","41.00000","38.60000","50.70000","65.50000","36.40000","영국","2023","게임"
"중국","4순위","22","17.50000","28.60000","19.30000","27.30000","20.00000","24.10000","18.20000","영국","2023","게임"
"독일","5순위","16","20.50000","9.50000","12.00000","15.90000","21.30000","6.90000","22.70000","영국","2023","게임"
"프랑스","6순위","15","12.30000","18.30000","7.20000","21.60000","18.70000","17.20000","0.00000","영국","2023","게임"
"이탈리아","7순위","14","14.60000","14.30000","9.60000","21.60000","16.00000","6.90000","9.10000","영국","2023","게임"
"폴란드","8순위","10","9.90000","11.10000","8.40000","12.50000","10.70000","0.00000","22.70000","영국","2023","게임"
"기타","9순위","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","영국","2023","게임"
"미국","1순위","50","45.50000","53.40000","64.30000","41.20000","56.40000","31.80000","43.80000","영국","2023","패션"
"한국","2순위","44","51.20000","38.50000","39.30000","42.30000","50.00000","54.50000","31.30000","영국","2023","패션"
"이탈리아","3순위","33","28.10000","36.50000","33.90000","32.00000","28.20000","40.90000","43.80000","영국","2023","패션"
"프랑스","4순위","31","28.10000","33.10000","28.60000","32.00000","28.20000","45.50000","25.00000","영국","2023","패션"
"중국","5순위","29","32.20000","27.00000","21.40000","30.90000","34.60000","27.30000","25.00000","영국","2023","패션"
"일본","6순위","29","37.20000","22.30000","33.90000","29.90000","23.10000","27.30000","37.50000","영국","2023","패션"
"스페인","7순위","16","16.50000","14.90000","19.60000","19.60000","9.00000","9.10000","18.80000","영국","2023","패션"
"독일","8순위","11","16.50000","6.80000","8.90000","10.30000","14.10000","9.10000","12.50000","영국","2023","패션"
"기타","9순위","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","영국","2023","패션"
"미국","1순위","56","44.60000","61.40000","57.80000","61.70000","52.70000","45.80000","50.00000","영국","2023","뷰티"
"한국","2순위","46","48.90000","44.60000","37.80000","42.60000","58.10000","50.00000","20.00000","영국","2023","뷰티"
"프랑스","3순위","44","41.30000","45.70000","33.30000","41.50000","46.20000","41.70000","75.00000","영국","2023","뷰티"
"이탈리아","4순위","29","26.10000","30.40000","33.30000","30.90000","24.70000","29.20000","30.00000","영국","2023","뷰티"
"일본","5순위","28","28.30000","27.20000","31.10000","26.60000","28.00000","37.50000","10.00000","영국","2023","뷰티"
"중국","6순위","20","23.90000","17.40000","24.40000","16.00000","24.70000","20.80000","0.00000","영국","2023","뷰티"
"독일","7순위","17","29.30000","11.40000","11.10000","21.30000","17.20000","12.50000","20.00000","영국","2023","뷰티"
"기타","8순위","1","1.10000","1.60000","4.40000","2.10000","0.00000","0.00000","0.00000","영국","2023","뷰티"
"이탈리아","1순위","50","47.00000","53.80000","54.20000","43.30000","51.10000","54.00000","52.80000","영국","2023","음식"
"인도","2순위","46","48.60000","43.60000","56.70000","29.90000","42.30000","44.40000","65.30000","영국","2023","음식"
"미국","3순위","45","43.50000","46.60000","50.00000","43.30000","43.80000","39.70000","47.20000","영국","2023","음식"
"중국","4순위","43","41.10000","45.50000","53.30000","31.50000","38.70000","52.40000","48.60000","영국","2023","음식"
"한국","5순위","21","21.30000","20.30000","15.00000","31.50000","22.60000","20.60000","8.30000","영국","2023","음식"
"태국","6순위","17","18.20000","16.50000","17.50000","14.20000","19.70000","19.00000","16.70000","영국","2023","음식"
"일본","7순위","14","14.20000","13.20000","10.80000","18.10000","10.90000","22.20000","8.30000","영국","2023","음식"
"터키","8순위","14","13.40000","13.50000","8.30000","21.30000","11.70000","14.30000","11.10000","영국","2023","음식"
"프랑스","9순위","12","13.40000","11.70000","12.50000","15.70000","13.90000","9.50000","6.90000","영국","2023","음식"
"베트남","10순위","4","5.50000","3.00000","2.50000","7.90000","2.90000","1.60000","5.60000","영국","2023","음식"
"브라질","11순위","4","2.80000","5.30000","2.50000","5.50000","5.80000","3.20000","1.40000","영국","2023","음식"
"기타","12순위","0","0.40000","0.40000","0.00000","0.80000","0.70000","0.00000","0.00000","영국","2023","음식"
"미국","1순위","80","78.30000","81.20000","80.40000","78.00000","81.80000","76.10000","81.00000","프랑스","2023","드라마"
"한국","2순위","44","47.40000","39.60000","45.70000","35.40000","44.30000","47.80000","57.10000","프랑스","2023","드라마"
"영국","3순위","41","37.10000","44.80000","40.20000","34.10000","36.40000","56.50000","52.40000","프랑스","2023","드라마"
"일본","4순위","21","26.90000","14.90000","27.20000","28.00000","13.60000","13.00000","19.00000","프랑스","2023","드라마"
"독일","5순위","16","12.00000","20.10000","19.60000","14.60000","13.60000","19.60000","4.80000","프랑스","2023","드라마"
"중국","6순위","9","10.30000","7.10000","13.00000","7.30000","11.40000","2.20000","0.00000","프랑스","2023","드라마"
"이탈리아","7순위","9","6.90000","11.00000","7.60000","9.80000","10.20000","6.50000","9.50000","프랑스","2023","드라마"
"브라질","8순위","6","8.60000","3.20000","4.30000","7.30000","5.70000","8.70000","4.80000","프랑스","2023","드라마"
"인도","9순위","6","6.90000","3.90000","4.30000","3.70000","8.00000","8.70000","0.00000","프랑스","2023","드라마"
"기타","10순위","4","2.30000","5.20000","3.30000","6.10000","3.40000","0.00000","4.80000","프랑스","2023","드라마"
"미국","1순위","70","71.80000","67.40000","71.10000","70.10000","63.30000","70.60000","83.30000","프랑스","2023","예능"
"한국","2순위","41","49.50000","30.20000","26.30000","44.80000","36.70000","47.10000","61.10000","프랑스","2023","예능"
"영국","3순위","31","30.10000","32.60000","34.20000","29.90000","28.60000","29.40000","38.90000","프랑스","2023","예능"
"일본","4순위","28","27.20000","27.90000","34.20000","34.30000","26.50000","17.60000","0.00000","프랑스","2023","예능"
"중국","5순위","18","17.50000","18.60000","23.70000","19.40000","18.40000","11.80000","5.60000","프랑스","2023","예능"
"이탈리아","6순위","14","14.60000","14.00000","18.40000","9.00000","22.40000","11.80000","5.60000","프랑스","2023","예능"
"독일","7순위","13","11.70000","15.10000","10.50000","11.90000","14.30000","23.50000","11.10000","프랑스","2023","예능"
"브라질","8순위","10","10.70000","8.10000","10.50000","10.40000","10.20000","5.90000","5.60000","프랑스","2023","예능"
"인도","9순위","7","8.70000","4.70000","7.90000","4.50000","12.20000","5.90000","0.00000","프랑스","2023","예능"
"기타","10순위","1","1.00000","1.20000","0.00000","3.00000","0.00000","0.00000","0.00000","프랑스","2023","예능"
"미국","1순위","82","84.20000","80.10000","88.30000","75.50000","82.50000","85.70000","81.60000","프랑스","2023","영화"
"영국","2순위","46","45.70000","46.60000","45.50000","34.70000","44.70000","57.10000","57.10000","프랑스","2023","영화"
"한국","3순위","38","40.70000","34.70000","31.20000","36.70000","39.80000","40.00000","44.90000","프랑스","2023","영화"
"일본","4순위","20","22.20000","17.60000","20.80000","26.50000","19.40000","17.10000","12.20000","프랑스","2023","영화"
"이탈리아","5순위","14","13.10000","14.80000","15.60000","8.20000","15.50000","15.70000","16.30000","프랑스","2023","영화"
"독일","6순위","13","10.40000","15.90000","19.50000","13.30000","12.60000","11.40000","4.10000","프랑스","2023","영화"
"중국","7순위","10","9.50000","9.70000","10.40000","15.30000","6.80000","7.10000","6.10000","프랑스","2023","영화"
"브라질","8순위","7","6.80000","7.40000","3.90000","15.30000","5.80000","1.40000","6.10000","프랑스","2023","영화"
"인도","9순위","6","5.90000","6.30000","2.60000","8.20000","9.70000","2.90000","4.10000","프랑스","2023","영화"
"기타","10순위","2","1.40000","2.30000","0.00000","2.00000","1.90000","1.40000","4.10000","프랑스","2023","영화"
"미국","1순위","80","79.50000","80.40000","83.20000","74.40000","76.80000","83.00000","91.70000","프랑스","2023","음악"
"영국","2순위","54","56.70000","51.60000","59.20000","38.80000","52.50000","73.60000","63.90000","프랑스","2023","음악"
"한국","3순위","32","28.80000","34.20000","34.40000","36.40000","25.30000","28.30000","27.80000","프랑스","2023","음악"
"이탈리아","4순위","18","18.10000","16.90000","16.00000","17.40000","17.20000","18.90000","22.20000","프랑스","2023","음악"
"일본","5순위","12","14.40000","10.00000","9.60000","17.40000","14.10000","7.50000","5.60000","프랑스","2023","음악"
"독일","6순위","11","13.00000","8.70000","9.60000","12.40000","12.10000","13.20000","2.80000","프랑스","2023","음악"
"중국","7순위","7","7.40000","5.90000","5.60000","9.10000","9.10000","1.90000","2.80000","프랑스","2023","음악"
"기타","8순위","2","2.80000","1.80000","2.40000","2.50000","1.00000","3.80000","2.80000","프랑스","2023","음악"
"미국","1순위","56","51.30000","61.20000","60.30000","57.30000","45.50000","59.50000","60.90000","프랑스","2023","애니메이션"
"일본","2순위","52","62.00000","41.80000","59.00000","52.00000","53.00000","45.20000","43.50000","프랑스","2023","애니메이션"
"한국","3순위","40","41.30000","39.60000","37.20000","36.00000","42.40000","42.90000","56.50000","프랑스","2023","애니메이션"
"영국","4순위","22","22.00000","22.40000","21.80000","24.00000","22.70000","26.20000","8.70000","프랑스","2023","애니메이션"
"중국","5순위","22","23.30000","20.90000","21.80000","21.30000","24.20000","23.80000","17.40000","프랑스","2023","애니메이션"
"독일","6순위","10","8.00000","11.90000","7.70000","17.30000","10.60000","4.80000","0.00000","프랑스","2023","애니메이션"
"이탈리아","7순위","7","6.70000","8.20000","5.10000","13.30000","4.50000","7.10000","4.30000","프랑스","2023","애니메이션"
"브라질","8순위","7","6.00000","8.20000","6.40000","8.00000","6.10000","9.50000","4.30000","프랑스","2023","애니메이션"
"인도","9순위","6","6.00000","5.20000","5.10000","5.30000","6.10000","7.10000","4.30000","프랑스","2023","애니메이션"
"기타","10순위","1","0.00000","1.50000","0.00000","0.00000","0.00000","0.00000","8.70000","프랑스","2023","애니메이션"
"미국","1순위","58","57.40000","58.70000","42.00000","58.20000","60.30000","69.00000","80.00000","프랑스","2023","출판물"
"한국","2순위","37","41.70000","31.70000","42.00000","29.90000","46.60000","37.90000","13.30000","프랑스","2023","출판물"
"일본","3순위","31","34.80000","26.90000","32.00000","37.30000","25.90000","34.50000","13.30000","프랑스","2023","출판물"
"영국","4순위","30","31.30000","28.80000","28.00000","31.30000","19.00000","41.40000","53.30000","프랑스","2023","출판물"
"중국","5순위","16","15.70000","17.30000","14.00000","19.40000","19.00000","10.30000","13.30000","프랑스","2023","출판물"
"독일","6순위","16","17.40000","15.40000","24.00000","16.40000","12.10000","6.90000","26.70000","프랑스","2023","출판물"
"이탈리아","7순위","12","11.30000","12.50000","16.00000","6.00000","15.50000","13.80000","6.70000","프랑스","2023","출판물"
"브라질","8순위","11","8.70000","14.40000","8.00000","13.40000","8.60000","17.20000","13.30000","프랑스","2023","출판물"
"인도","9순위","11","8.70000","13.50000","10.00000","11.90000","15.50000","6.90000","0.00000","프랑스","2023","출판물"
"기타","10순위","1","0.90000","1.00000","2.00000","0.00000","0.00000","0.00000","6.70000","프랑스","2023","출판물"
"일본","1순위","56","52.50000","60.50000","58.60000","53.10000","64.40000","40.90000","50.00000","프랑스","2023","웹툰"
"한국","2순위","54","54.20000","54.30000","56.90000","53.10000","53.30000","45.50000","70.00000","프랑스","2023","웹툰"
"미국","3순위","40","44.10000","33.30000","36.20000","43.80000","35.60000","31.80000","70.00000","프랑스","2023","웹툰"
"중국","4순위","29","28.00000","29.60000","22.40000","28.10000","35.60000","36.40000","20.00000","프랑스","2023","웹툰"
"영국","5순위","19","20.30000","17.30000","13.80000","17.20000","26.70000","27.30000","10.00000","프랑스","2023","웹툰"
"독일","6순위","10","11.00000","7.40000","10.30000","4.70000","8.90000","27.30000","0.00000","프랑스","2023","웹툰"
"브라질","7순위","10","8.50000","11.10000","8.60000","12.50000","8.90000","9.10000","0.00000","프랑스","2023","웹툰"
"이탈리아","8순위","8","5.90000","9.90000","10.30000","9.40000","0.00000","9.10000","10.00000","프랑스","2023","웹툰"
"인도","9순위","7","5.10000","9.90000","8.60000","6.30000","4.40000","13.60000","0.00000","프랑스","2023","웹툰"
"기타","10순위","1","0.80000","1.20000","0.00000","0.00000","0.00000","4.50000","10.00000","프랑스","2023","웹툰"
"미국","1순위","61","66.70000","52.10000","62.20000","61.90000","54.40000","57.40000","76.70000","프랑스","2023","게임"
"일본","2순위","53","60.20000","42.50000","54.10000","42.30000","53.30000","70.20000","56.70000","프랑스","2023","게임"
"한국","3순위","41","41.20000","39.70000","44.90000","26.80000","47.80000","40.40000","50.00000","프랑스","2023","게임"
"중국","4순위","32","25.90000","39.70000","29.60000","30.90000","31.10000","38.30000","30.00000","프랑스","2023","게임"
"영국","5순위","19","19.40000","19.20000","18.40000","26.80000","15.60000","14.90000","16.70000","프랑스","2023","게임"
"독일","6순위","9","8.80000","10.30000","7.10000","14.40000","8.90000","6.40000","6.70000","프랑스","2023","게임"
"이탈리아","7순위","8","6.00000","10.30000","5.10000","11.30000","11.10000","2.10000","3.30000","프랑스","2023","게임"
"폴란드","8순위","7","6.90000","6.80000","5.10000","11.30000","4.40000","8.50000","3.30000","프랑스","2023","게임"
"기타","9순위","1","0.90000","2.10000","1.00000","0.00000","1.10000","4.30000","3.30000","프랑스","2023","게임"
"미국","1순위","46","52.10000","41.50000","53.30000","45.30000","46.40000","38.50000","41.40000","프랑스","2023","패션"
"중국","2순위","42","31.30000","49.60000","46.70000","41.30000","41.10000","38.50000","41.40000","프랑스","2023","패션"
"한국","3순위","37","47.90000","29.60000","42.20000","28.00000","37.50000","38.50000","51.70000","프랑스","2023","패션"
"이탈리아","4순위","29","25.00000","31.10000","20.00000","25.30000","28.60000","38.50000","41.40000","프랑스","2023","패션"
"영국","5순위","23","30.20000","18.50000","28.90000","25.30000","19.60000","26.90000","13.80000","프랑스","2023","패션"
"일본","6순위","21","22.90000","19.30000","20.00000","20.00000","21.40000","19.20000","24.10000","프랑스","2023","패션"
"스페인","7순위","16","14.60000","17.00000","15.60000","16.00000","14.30000","19.20000","17.20000","프랑스","2023","패션"
"독일","8순위","12","12.50000","11.10000","11.10000","14.70000","10.70000","11.50000","6.90000","프랑스","2023","패션"
"기타","9순위","0","1.00000","0.00000","2.20000","0.00000","0.00000","0.00000","0.00000","프랑스","2023","패션"
"미국","1순위","49","47.10000","50.30000","54.30000","39.00000","55.40000","53.10000","50.00000","프랑스","2023","뷰티"
"한국","2순위","44","51.70000","39.60000","47.80000","43.90000","41.90000","31.30000","59.10000","프랑스","2023","뷰티"
"중국","3순위","29","32.20000","27.20000","32.60000","30.50000","24.30000","31.30000","27.30000","프랑스","2023","뷰티"
"일본","4순위","27","37.90000","21.90000","21.70000","28.00000","27.00000","31.30000","31.80000","프랑스","2023","뷰티"
"영국","5순위","25","20.70000","27.20000","23.90000","28.00000","24.30000","28.10000","13.60000","프랑스","2023","뷰티"
"이탈리아","6순위","25","21.80000","26.00000","8.70000","31.70000","25.70000","25.00000","27.30000","프랑스","2023","뷰티"
"독일","7순위","16","16.10000","16.60000","19.60000","17.10000","18.90000","9.40000","9.10000","프랑스","2023","뷰티"
"기타","8순위","3","1.10000","3.60000","0.00000","4.90000","1.40000","3.10000","4.50000","프랑스","2023","뷰티"
"이탈리아","1순위","50","46.80000","53.20000","54.80000","38.70000","45.00000","59.20000","64.00000","프랑스","2023","음식"
"미국","2순위","38","42.50000","32.40000","36.60000","42.90000","37.80000","38.20000","26.00000","프랑스","2023","음식"
"일본","3순위","34","30.90000","36.60000","26.90000","39.50000","36.00000","27.60000","36.00000","프랑스","2023","음식"
"중국","4순위","32","29.20000","34.30000","39.80000","30.30000","29.70000","22.40000","38.00000","프랑스","2023","음식"
"한국","5순위","23","25.80000","20.80000","21.50000","22.70000","29.70000","17.10000","24.00000","프랑스","2023","음식"
"태국","6순위","20","19.30000","21.80000","23.70000","16.00000","15.30000","21.10000","36.00000","프랑스","2023","음식"
"베트남","7순위","18","16.70000","20.40000","12.90000","14.30000","22.50000","22.40000","24.00000","프랑스","2023","음식"
"터키","8순위","12","14.20000","9.70000","14.00000","17.60000","5.40000","15.80000","4.00000","프랑스","2023","음식"
"인도","9순위","9","8.60000","9.70000","5.40000","12.60000","9.90000","7.90000","8.00000","프랑스","2023","음식"
"브라질","10순위","8","8.20000","6.90000","8.60000","6.70000","7.20000","10.50000","4.00000","프랑스","2023","음식"
"기타","11순위","1","0.90000","1.90000","2.20000","1.70000","0.00000","1.30000","2.00000","프랑스","2023","음식"
"미국","1순위","79","75.40000","82.30000","81.10000","76.00000","75.50000","82.10000","83.90000","이탈리아","2023","드라마"
"영국","2순위","56","48.40000","63.60000","56.70000","57.40000","57.30000","43.30000","64.50000","이탈리아","2023","드라마"
"한국","3순위","40","40.20000","40.00000","37.80000","40.30000","39.10000","40.30000","51.60000","이탈리아","2023","드라마"
"일본","4순위","19","22.10000","16.40000","21.30000","26.40000","15.50000","13.40000","9.70000","이탈리아","2023","드라마"
"프랑스","5순위","18","17.20000","18.60000","22.00000","14.00000","15.50000","19.40000","22.60000","이탈리아","2023","드라마"
"독일","6순위","12","14.80000","10.00000","9.40000","9.30000","20.00000","16.40000","3.20000","이탈리아","2023","드라마"
"중국","7순위","9","9.40000","8.20000","7.10000","11.60000","10.00000","7.50000","3.20000","이탈리아","2023","드라마"
"브라질","8순위","8","8.20000","7.70000","6.30000","10.10000","4.50000","13.40000","6.50000","이탈리아","2023","드라마"
"인도","9순위","5","5.70000","5.00000","3.90000","6.20000","4.50000","6.00000","9.70000","이탈리아","2023","드라마"
"기타","10순위","8","8.20000","7.30000","5.50000","6.20000","14.50000","3.00000","9.70000","이탈리아","2023","드라마"
"미국","1순위","76","72.30000","79.80000","82.50000","73.80000","73.20000","73.30000","100.00000","이탈리아","2023","예능"
"영국","2순위","54","48.90000","58.70000","60.00000","50.80000","57.10000","50.00000","42.90000","이탈리아","2023","예능"
"한국","3순위","37","39.40000","34.60000","40.00000","35.40000","37.50000","23.30000","85.70000","이탈리아","2023","예능"
"일본","4순위","29","35.10000","23.10000","32.50000","33.80000","25.00000","23.30000","14.30000","이탈리아","2023","예능"
"프랑스","5순위","23","23.40000","23.10000","20.00000","21.50000","21.40000","40.00000","0.00000","이탈리아","2023","예능"
"중국","6순위","15","17.00000","13.50000","10.00000","18.50000","19.60000","10.00000","0.00000","이탈리아","2023","예능"
"독일","7순위","11","11.70000","9.60000","2.50000","10.80000","8.90000","20.00000","28.60000","이탈리아","2023","예능"
"브라질","8순위","8","6.40000","8.70000","2.50000","9.20000","10.70000","6.70000","0.00000","이탈리아","2023","예능"
"인도","9순위","4","2.10000","6.70000","7.50000","7.70000","0.00000","3.30000","0.00000","이탈리아","2023","예능"
"기타","10순위","2","1.10000","2.90000","7.50000","1.50000","0.00000","0.00000","0.00000","이탈리아","2023","예능"
"미국","1순위","82","83.00000","81.80000","80.70000","75.30000","85.20000","86.30000","88.40000","이탈리아","2023","영화"
"영국","2순위","60","58.70000","61.10000","58.00000","52.60000","65.70000","55.00000","74.40000","이탈리아","2023","영화"
"프랑스","3순위","38","39.40000","37.40000","31.80000","35.10000","37.00000","42.50000","55.80000","이탈리아","2023","영화"
"한국","4순위","24","24.80000","24.20000","29.50000","34.00000","16.70000","26.30000","9.30000","이탈리아","2023","영화"
"일본","5순위","18","20.20000","16.70000","22.70000","26.80000","13.00000","13.80000","14.00000","이탈리아","2023","영화"
"독일","6순위","15","15.60000","14.10000","12.50000","17.50000","11.10000","18.80000","16.30000","이탈리아","2023","영화"
"중국","7순위","8","9.60000","5.60000","6.80000","10.30000","6.50000","7.50000","7.00000","이탈리아","2023","영화"
"인도","8순위","7","5.00000","9.10000","4.50000","8.20000","6.50000","11.30000","2.30000","이탈리아","2023","영화"
"브라질","9순위","5","3.20000","7.10000","5.70000","6.20000","3.70000","5.00000","4.70000","이탈리아","2023","영화"
"기타","10순위","2","0.90000","2.50000","1.10000","1.00000","4.60000","0.00000","0.00000","이탈리아","2023","영화"
"미국","1순위","86","82.40000","90.20000","89.10000","84.70000","84.40000","84.00000","94.40000","이탈리아","2023","음악"
"영국","2순위","75","72.70000","76.50000","73.30000","67.60000","78.90000","80.00000","88.90000","이탈리아","2023","음악"
"한국","3순위","31","26.70000","36.10000","40.60000","28.80000","25.60000","28.00000","33.30000","이탈리아","2023","음악"
"프랑스","4순위","26","25.10000","27.30000","32.70000","27.90000","21.10000","22.00000","16.70000","이탈리아","2023","음악"
"일본","5순위","11","14.40000","8.20000","6.90000","18.00000","6.70000","16.00000","5.60000","이탈리아","2023","음악"
"독일","6순위","10","12.30000","6.60000","5.00000","9.00000","13.30000","14.00000","5.60000","이탈리아","2023","음악"
"중국","7순위","5","8.00000","2.70000","5.90000","4.50000","6.70000","2.00000","11.10000","이탈리아","2023","음악"
"기타","8순위","4","4.30000","2.70000","2.00000","4.50000","3.30000","6.00000","0.00000","이탈리아","2023","음악"
"일본","1순위","68","72.20000","62.70000","61.90000","60.60000","73.90000","76.60000","80.00000","이탈리아","2023","애니메이션"
"미국","2순위","56","57.40000","53.80000","51.50000","57.40000","52.20000","60.90000","70.00000","이탈리아","2023","애니메이션"
"한국","3순위","36","41.10000","30.40000","32.00000","36.20000","35.90000","43.80000","40.00000","이탈리아","2023","애니메이션"
"영국","4순위","22","15.80000","29.70000","26.80000","29.80000","17.40000","10.90000","15.00000","이탈리아","2023","애니메이션"
"중국","5순위","21","19.60000","22.80000","17.50000","21.30000","20.70000","25.00000","25.00000","이탈리아","2023","애니메이션"
"프랑스","6순위","14","15.30000","13.30000","11.30000","19.10000","15.20000","12.50000","10.00000","이탈리아","2023","애니메이션"
"독일","7순위","8","7.20000","8.20000","5.20000","12.80000","8.70000","3.10000","5.00000","이탈리아","2023","애니메이션"
"인도","8순위","6","6.20000","6.30000","8.20000","8.50000","4.30000","1.60000","10.00000","이탈리아","2023","애니메이션"
"브라질","9순위","5","4.80000","4.40000","4.10000","9.60000","2.20000","3.10000","0.00000","이탈리아","2023","애니메이션"
"기타","10순위","1","0.00000","1.90000","2.10000","1.10000","0.00000","0.00000","0.00000","이탈리아","2023","애니메이션"
"미국","1순위","63","64.80000","60.60000","65.40000","55.40000","64.30000","60.70000","84.60000","이탈리아","2023","출판물"
"영국","2순위","54","52.40000","56.00000","46.20000","56.90000","53.60000","53.60000","76.90000","이탈리아","2023","출판물"
"일본","3순위","37","39.00000","34.90000","32.70000","41.50000","30.40000","50.00000","30.80000","이탈리아","2023","출판물"
"프랑스","4순위","33","30.50000","35.80000","38.50000","33.80000","28.60000","28.60000","38.50000","이탈리아","2023","출판물"
"한국","5순위","28","28.60000","26.60000","23.10000","24.60000","32.10000","39.30000","15.40000","이탈리아","2023","출판물"
