COUNTRY_NM,COUNTRY_RANK_NM,ALL_TOTAL_CO,MALE_RATE,FEMALE_RATE,ALL_N10S_RATE,ALL_N20S_RATE,ALL_N30S_RATE,ALL_N40S_RATE,ALL_N50S_RATE,EXAMIN_COUNTRY_NM,REPRT_YEAR_CN,CNTNTS_URL
"브라질","9순위","4","4.10000","3.40000","1.90000","3.70000","4.10000","5.20000","4.10000","인도","2024","영화"
"기타","10순위","1","0.20000","0.90000","0.50000","0.00000","0.40000","1.20000","2.00000","인도","2024","영화"
"한국","1순위","82","76.60000","86.20000","84.70000","83.90000","79.30000","79.80000","73.00000","인도","2024","음악"
"미국","2순위","71","75.70000","67.90000","67.90000","73.90000","69.80000","75.00000","73.00000","인도","2024","음악"
"영국","3순위","42","42.50000","41.80000","38.80000","40.30000","43.60000","50.80000","35.10000","인도","2024","음악"
"일본","4순위","20","20.80000","18.80000","21.10000","22.30000","17.30000","13.70000","29.70000","인도","2024","음악"
"중국","5순위","10","8.40000","11.40000","8.60000","13.30000","10.10000","6.50000","10.80000","인도","2024","음악"
"프랑스","6순위","9","7.80000","9.70000","7.20000","9.00000","10.60000","8.90000","8.10000","인도","2024","음악"
"독일","7순위","6","7.20000","5.30000","4.80000","2.80000","10.60000","8.90000","2.70000","인도","2024","음악"
"이탈리아","8순위","5","6.40000","3.60000","2.90000","6.20000","7.30000","3.20000","2.70000","인도","2024","음악"
"기타","9순위","1","1.20000","1.20000","1.90000","0.90000","0.00000","0.80000","5.40000","인도","2024","음악"
"한국","1순위","73","73.90000","71.70000","76.20000","70.60000","76.10000","69.80000","60.00000","인도","2024","애니메이션"
"미국","3순위","52","57.70000","46.00000","40.90000","53.50000","55.70000","61.20000","54.30000","인도","2024","애니메이션"
"일본","2순위","52","53.70000","50.60000","60.60000","52.90000","46.30000","43.40000","68.60000","인도","2024","애니메이션"
"중국","4순위","25","27.80000","22.30000","26.90000","25.70000","21.40000","27.90000","25.70000","인도","2024","애니메이션"
"영국","5순위","25","20.80000","28.90000","21.20000","23.00000","31.30000","24.80000","11.40000","인도","2024","애니메이션"
"프랑스","6순위","6","5.30000","7.40000","3.10000","7.00000","9.00000","7.00000","2.90000","인도","2024","애니메이션"
"독일","8순위","5","4.80000","5.40000","3.10000","8.00000","6.50000","3.10000","0.00000","인도","2024","애니메이션"
"이탈리아","7순위","5","4.30000","4.90000","2.10000","5.30000","4.50000","7.80000","2.90000","인도","2024","애니메이션"
"브라질","9순위","4","3.30000","4.60000","1.60000","3.70000","5.00000","6.20000","2.90000","인도","2024","애니메이션"
"기타","10순위","1","0.00000","1.10000","0.00000","1.10000","0.00000","0.80000","2.90000","인도","2024","애니메이션"
"한국","1순위","64","66.20000","62.90000","69.20000","57.50000","64.30000","69.70000","66.70000","인도","2024","출판물"
"미국","2순위","54","56.30000","51.40000","65.00000","54.10000","47.90000","55.30000","25.90000","인도","2024","출판물"
"영국","3순위","34","33.80000","34.50000","40.00000","27.40000","32.10000","40.80000","37.00000","인도","2024","출판물"
"일본","4순위","31","30.30000","31.30000","37.50000","32.90000","27.10000","18.40000","44.40000","인도","2024","출판물"
"중국","5순위","17","14.30000","19.80000","14.20000","21.90000","17.90000","11.80000","18.50000","인도","2024","출판물"
"프랑스","6순위","13","11.70000","13.70000","8.30000","13.00000","17.10000","11.80000","11.10000","인도","2024","출판물"
"독일","7순위","11","10.80000","11.20000","6.70000","12.30000","11.40000","14.50000","11.10000","인도","2024","출판물"
"태국","8순위","10","10.00000","9.70000","7.50000","12.30000","10.70000","9.20000","3.70000","인도","2024","출판물"
"이탈리아","9순위","8","6.90000","8.60000","2.50000","11.60000","9.30000","7.90000","3.70000","인도","2024","출판물"
"인도네시아","11순위","6","5.60000","6.10000","2.50000","4.80000","10.00000","6.60000","3.70000","인도","2024","출판물"
"브라질","10순위","5","6.50000","4.30000","0.80000","7.50000","3.60000","7.90000","14.80000","인도","2024","출판물"
"베트남","12순위","5","6.10000","4.00000","1.70000","7.50000","5.70000","3.90000","3.70000","인도","2024","출판물"
"기타","13순위","0","0.00000","0.70000","0.00000","1.40000","0.00000","0.00000","0.00000","인도","2024","출판물"
"한국","1순위","76","75.90000","76.10000","85.90000","76.10000","70.20000","67.70000","86.40000","인도","2024","웹툰"
"일본","2순위","49","50.70000","48.20000","56.30000","53.40000","44.40000","36.60000","63.60000","인도","2024","웹툰"
"미국","3순위","45","48.10000","42.50000","37.30000","48.50000","46.40000","51.60000","36.40000","인도","2024","웹툰"
"영국","4순위","29","31.10000","26.60000","26.10000","23.30000","31.10000","38.70000","27.30000","인도","2024","웹툰"
"중국","5순위","26","20.40000","31.20000","33.80000","28.20000","20.50000","19.40000","27.30000","인도","2024","웹툰"
"프랑스","7순위","9","9.60000","8.00000","6.30000","10.40000","11.30000","7.50000","0.00000","인도","2024","웹툰"
"독일","6순위","8","8.50000","8.00000","2.10000","8.60000","12.60000","10.80000","4.50000","인도","2024","웹툰"
"이탈리아","8순위","7","6.70000","8.00000","2.10000","6.70000","11.30000","10.80000","4.50000","인도","2024","웹툰"
"브라질","9순위","4","4.10000","4.00000","1.40000","4.30000","6.60000","4.30000","0.00000","인도","2024","웹툰"
"기타","10순위","1","0.70000","1.00000","0.00000","1.20000","1.30000","1.10000","0.00000","인도","2024","웹툰"
"한국","1순위","71","70.10000","71.80000","67.30000","76.60000","69.50000","76.20000","50.00000","인도","2024","게임"
"미국","2순위","57","59.50000","54.20000","61.90000","53.80000","57.30000","57.70000","50.00000","인도","2024","게임"
"일본","3순위","39","40.80000","37.30000","42.90000","33.30000","43.20000","34.60000","44.70000","인도","2024","게임"
"중국","4순위","28","26.70000","30.20000","27.40000","31.00000","25.40000","30.80000","26.30000","인도","2024","게임"
"영국","5순위","24","21.80000","26.00000","27.40000","23.40000","20.70000","24.60000","21.10000","인도","2024","게임"
"러시아","6순위","11","9.50000","12.30000","8.30000","12.30000","12.20000","9.20000","10.50000","인도","2024","게임"
"독일","7순위","9","11.40000","6.80000","6.50000","11.10000","10.30000","9.20000","10.50000","인도","2024","게임"
"프랑스","8순위","7","5.80000","8.40000","2.40000","7.60000","9.90000","6.90000","7.90000","인도","2024","게임"
"이탈리아","9순위","7","6.60000","6.80000","2.40000","7.60000","8.00000","9.20000","5.30000","인도","2024","게임"
"폴란드","10순위","4","3.40000","3.90000","2.40000","3.50000","5.60000","2.30000","2.60000","인도","2024","게임"
"기타","11순위","1","0.00000","2.30000","1.20000","1.20000","0.50000","0.00000","5.30000","인도","2024","게임"
"한국","1순위","65","61.50000","67.60000","67.80000","66.80000","66.10000","60.60000","51.00000","인도","2024","패션"
"미국","2순위","60","65.10000","55.30000","68.90000","58.40000","56.60000","58.70000","52.90000","인도","2024","패션"
"영국","3순위","38","38.50000","37.60000","33.30000","39.80000","39.40000","36.80000","45.10000","인도","2024","패션"
"일본","4순위","22","24.10000","20.00000","20.20000","19.90000","24.00000","23.20000","23.50000","인도","2024","패션"
"중국","6순위","18","16.70000","19.00000","16.40000","22.10000","18.10000","14.20000","15.70000","인도","2024","패션"
"프랑스","5순위","17","19.20000","15.60000","11.50000","18.10000","15.80000","22.60000","25.50000","인도","2024","패션"
"이탈리아","7순위","16","18.00000","14.30000","10.90000","10.20000","19.90000","22.60000","23.50000","인도","2024","패션"
"독일","8순위","10","11.90000","8.40000","6.60000","11.90000","13.10000","9.70000","2.00000","인도","2024","패션"
"스페인","9순위","7","7.60000","7.00000","6.60000","7.10000","8.60000","7.70000","3.90000","인도","2024","패션"
"기타","10순위","1","0.30000","1.40000","1.10000","1.30000","0.90000","0.00000","0.00000","인도","2024","패션"
"한국","1순위","72","67.80000","74.80000","74.90000","72.60000","75.40000","67.50000","58.80000","인도","2024","뷰티"
"미국","2순위","54","56.70000","51.90000","56.70000","51.40000","49.20000","60.80000","49.00000","인도","2024","뷰티"
"영국","3순위","31","31.90000","30.70000","29.10000","30.70000","38.20000","25.90000","31.40000","인도","2024","뷰티"
"일본","5순위","24","23.10000","23.90000","20.70000","27.80000","23.60000","22.30000","21.60000","인도","2024","뷰티"
"프랑스","4순위","22","27.50000","18.80000","17.70000","19.80000","22.10000","27.10000","37.30000","인도","2024","뷰티"
"중국","6순위","21","16.70000","23.50000","23.20000","23.60000","19.60000","17.50000","13.70000","인도","2024","뷰티"
"이탈리아","7순위","16","18.10000","15.10000","13.30000","13.70000","18.10000","20.50000","19.60000","인도","2024","뷰티"
"독일","8순위","13","12.90000","13.10000","10.30000","11.80000","17.10000","15.10000","5.90000","인도","2024","뷰티"
"기타","9순위","1","0.60000","1.00000","1.00000","0.90000","0.50000","0.00000","3.90000","인도","2024","뷰티"
"한국","1순위","60","55.30000","64.80000","58.70000","61.40000","65.70000","53.10000","55.40000","인도","2024","음식"
"미국","2순위","48","50.70000","44.50000","45.30000","52.70000","45.40000","48.30000","44.60000","인도","2024","음식"
"중국","3순위","42","45.70000","39.00000","41.30000","35.70000","43.00000","55.20000","35.70000","인도","2024","음식"
"이탈리아","4순위","31","32.00000","29.80000","31.30000","30.90000","29.00000","33.80000","28.60000","인도","2024","음식"
"태국","5순위","27","24.30000","30.00000","27.40000","24.60000","28.00000","26.90000","32.10000","인도","2024","음식"
"일본","6순위","22","24.00000","20.00000","20.40000","23.20000","24.20000","19.30000","23.20000","인도","2024","음식"
"터키","7순위","10","9.60000","10.50000","7.00000","15.50000","7.20000","9.00000","14.30000","인도","2024","음식"
"프랑스","8순위","10","10.10000","9.00000","12.40000","8.20000","9.20000","7.60000","10.70000","인도","2024","음식"
"베트남","9순위","5","5.80000","3.80000","3.50000","4.80000","6.80000","3.40000","5.40000","인도","2024","음식"
"브라질","10순위","4","5.00000","3.30000","5.50000","3.90000","4.30000","2.80000","3.60000","인도","2024","음식"
"기타","11순위","1","0.20000","1.00000","0.50000","1.00000","1.00000","0.00000","0.00000","인도","2024","음식"
"한국","1순위","86","85.50000","86.50000","80.40000","84.90000","87.40000","90.90000","88.90000","베트남","2024","드라마"
"중국","2순위","73","69.30000","78.30000","74.80000","70.80000","73.10000","73.50000","77.80000","베트남","2024","드라마"
"미국","3순위","44","50.20000","36.10000","36.40000","47.20000","43.70000","46.20000","55.60000","베트남","2024","드라마"
"일본","4순위","21","23.00000","19.30000","25.20000","21.70000","19.30000","16.70000","29.60000","베트남","2024","드라마"
"인도","5순위","19","16.60000","22.50000","18.90000","19.80000","20.20000","21.20000","7.40000","베트남","2024","드라마"
"영국","6순위","3","2.80000","3.30000","3.50000","7.50000","0.80000","1.50000","0.00000","베트남","2024","드라마"
"프랑스","7순위","2","2.80000","1.60000","1.40000","1.90000","0.80000","4.50000","3.70000","베트남","2024","드라마"
"이탈리아","8순위","2","1.80000","2.00000","2.10000","3.80000","0.80000","1.50000","0.00000","베트남","2024","드라마"
"독일","10순위","1","1.10000","0.80000","1.40000","0.90000","0.80000","0.00000","3.70000","베트남","2024","드라마"
"브라질","11순위","0","0.00000","0.40000","0.00000","0.90000","0.00000","0.00000","0.00000","베트남","2024","드라마"
"기타","9순위","1","1.10000","1.60000","1.40000","0.00000","3.40000","0.00000","3.70000","베트남","2024","드라마"
"한국","1순위","85","80.40000","89.70000","81.10000","89.20000","84.50000","83.90000","88.00000","베트남","2024","예능"
"중국","2순위","59","49.30000","69.20000","61.30000","63.10000","59.10000","50.60000","60.00000","베트남","2024","예능"
"미국","3순위","48","56.90000","38.80000","35.80000","55.90000","44.50000","56.30000","52.00000","베트남","2024","예능"
"일본","4순위","30","38.20000","22.00000","33.00000","30.60000","31.80000","25.30000","28.00000","베트남","2024","예능"
"인도","5순위","9","9.30000","9.30000","13.20000","4.50000","9.10000","9.20000","16.00000","베트남","2024","예능"
"영국","6순위","7","8.90000","5.10000","8.50000","7.20000","6.40000","6.90000","4.00000","베트남","2024","예능"
"프랑스","7순위","4","3.60000","3.70000","2.80000","1.80000","2.70000","6.90000","8.00000","베트남","2024","예능"
"독일","8순위","2","2.20000","1.40000","1.90000","1.80000","1.80000","0.00000","8.00000","베트남","2024","예능"
"이탈리아","9순위","2","3.60000","0.00000","0.90000","2.70000","1.80000","2.30000","0.00000","베트남","2024","예능"
"브라질","10순위","2","1.80000","1.90000","1.90000","2.70000","1.80000","1.10000","0.00000","베트남","2024","예능"
"기타","11순위","1","0.90000","0.90000","0.90000","0.00000","1.80000","1.10000","0.00000","베트남","2024","예능"
"한국","1순위","81","79.70000","82.10000","79.20000","84.30000","81.80000","80.50000","65.00000","베트남","2024","영화"
"미국","2순위","64","70.80000","54.90000","56.90000","58.30000","71.90000","66.10000","75.00000","베트남","2024","영화"
"중국","3순위","59","55.90000","63.40000","63.80000","55.10000","63.60000","58.50000","35.00000","베트남","2024","영화"
"일본","4순위","23","24.20000","22.60000","26.90000","24.40000","23.10000","16.90000","35.00000","베트남","2024","영화"
